Drug1,Drug2,Cell line,ZIP,classification
MK-5108,ridaforolimus,A2780_OVARY,24.98,synergy
MK-5108,ridaforolimus,A2780_OVARY,22.29,synergy
MK-5108,ridaforolimus,A2780_OVARY,23.74,synergy
MK-5108,Y0217,A2780_OVARY,12.1,synergy
MK-5108,Y0217,A2780_OVARY,10.65,synergy
MK-5108,Y0217,A2780_OVARY,8.6,synergy
MK-5108,Y0217,A2780_OVARY,8.72,synergy
MK-5108,PD 0325901,A2780_OVARY,9.62,synergy
MK-5108,PD 0325901,A2780_OVARY,9.57,synergy
MK-5108,PD 0325901,A2780_OVARY,5.37,synergy
MK-5108,PD 0325901,A2780_OVARY,7.86,synergy
MK-5108,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,6.4,synergy
MK-5108,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,5.73,synergy
MK-5108,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,6.37,synergy
ridaforolimus,Y0217,A2780_OVARY,26.53,synergy
ridaforolimus,Y0217,A2780_OVARY,27.18,synergy
ridaforolimus,Y0217,A2780_OVARY,28.92,synergy
ridaforolimus,Y0217,A2780_OVARY,26,synergy
ridaforolimus,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,6.76,synergy
ridaforolimus,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,7.05,synergy
ridaforolimus,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,7.5,synergy
ridaforolimus,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,6.31,synergy
CHEMBL196215,5-fluorouracil,A2780_OVARY,11.55,synergy
CHEMBL196215,5-fluorouracil,A2780_OVARY,10.98,synergy
CHEMBL196215,5-fluorouracil,A2780_OVARY,16.29,synergy
CHEMBL196215,5-fluorouracil,A2780_OVARY,10.92,synergy
CHEMBL196215,veliparib,A2780_OVARY,5.54,synergy
CHEMBL196215,veliparib,A2780_OVARY,9.45,synergy
CHEMBL196215,veliparib,A2780_OVARY,11.01,synergy
CHEMBL196215,MK-1775,A2780_OVARY,9.13,synergy
CHEMBL196215,MK-1775,A2780_OVARY,9.1,synergy
CHEMBL196215,MK-1775,A2780_OVARY,19.51,synergy
CHEMBL196215,MK-1775,A2780_OVARY,14.16,synergy
CHEMBL196215,NVP-BEZ235,A2780_OVARY,13.37,synergy
CHEMBL196215,NVP-BEZ235,A2780_OVARY,16.52,synergy
CHEMBL196215,NVP-BEZ235,A2780_OVARY,15.15,synergy
CHEMBL196215,NVP-BEZ235,A2780_OVARY,14.58,synergy
CHEMBL196215,L-778123,A2780_OVARY,6.22,synergy
CHEMBL196215,L-778123,A2780_OVARY,7.05,synergy
CHEMBL196215,L-778123,A2780_OVARY,7.01,synergy
CHEMBL196215,MK-2206 dihydrochloride,A2780_OVARY,16.32,synergy
CHEMBL196215,MK-2206 dihydrochloride,A2780_OVARY,17.33,synergy
CHEMBL196215,MK-2206 dihydrochloride,A2780_OVARY,18.62,synergy
CHEMBL196215,MK-2206 dihydrochloride,A2780_OVARY,18.59,synergy
CHEMBL196215,niraparib,A2780_OVARY,12.17,synergy
CHEMBL196215,niraparib,A2780_OVARY,18.62,synergy
CHEMBL196215,niraparib,A2780_OVARY,11.56,synergy
CHEMBL196215,niraparib,A2780_OVARY,11.07,synergy
CHEMBL196215,MK-5108,A2780_OVARY,9.89,synergy
CHEMBL196215,MK-5108,A2780_OVARY,9.93,synergy
CHEMBL196215,MK-5108,A2780_OVARY,10.82,synergy
CHEMBL196215,ridaforolimus,A2780_OVARY,15.46,synergy
CHEMBL196215,ridaforolimus,A2780_OVARY,15.96,synergy
CHEMBL196215,ridaforolimus,A2780_OVARY,14.37,synergy
CHEMBL196215,ridaforolimus,A2780_OVARY,17.19,synergy
CHEMBL196215,Y0217,A2780_OVARY,5.67,synergy
CHEMBL196215,Y0217,A2780_OVARY,9.3,synergy
CHEMBL196215,Y0217,A2780_OVARY,9.51,synergy
CHEMBL196215,Y0217,A2780_OVARY,14.85,synergy
CHEMBL196215,PD 0325901,A2780_OVARY,10.46,synergy
CHEMBL196215,PD 0325901,A2780_OVARY,6.31,synergy
CHEMBL196215,PD 0325901,A2780_OVARY,11.14,synergy
CHEMBL196215,PD 0325901,A2780_OVARY,10.72,synergy
CHEMBL196215,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,12.61,synergy
CHEMBL196215,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,15.16,synergy
CHEMBL196215,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,30.17,synergy
CHEMBL196215,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,11.77,synergy
PD 0325901,veliparib,A2780_OVARY,12.89,synergy
PD 0325901,veliparib,A2780_OVARY,17.67,synergy
PD 0325901,veliparib,A2780_OVARY,13.9,synergy
PD 0325901,NVP-BEZ235,A2780_OVARY,14.14,synergy
PD 0325901,NVP-BEZ235,A2780_OVARY,14.25,synergy
PD 0325901,NVP-BEZ235,A2780_OVARY,14.87,synergy
PD 0325901,NVP-BEZ235,A2780_OVARY,16.12,synergy
PD 0325901,ridaforolimus,A2780_OVARY,10.71,synergy
PD 0325901,ridaforolimus,A2780_OVARY,14.65,synergy
PD 0325901,ridaforolimus,A2780_OVARY,14.49,synergy
PD 0325901,ridaforolimus,A2780_OVARY,15.41,synergy
PD 0325901,Y0217,A2780_OVARY,10.1,synergy
PD 0325901,Y0217,A2780_OVARY,11.29,synergy
PD 0325901,Y0217,A2780_OVARY,9.87,synergy
PD 0325901,Y0217,A2780_OVARY,25.69,synergy
PD 0325901,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,9.07,synergy
PD 0325901,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,8.36,synergy
PD 0325901,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,8.35,synergy
PD 0325901,7-ethyl-10-hydroxycamptothecin,A2780_OVARY,9.11,synergy
7-ethyl-10-hydroxycamptothecin,Y0217,A2780_OVARY,10.01,synergy
7-ethyl-10-hydroxycamptothecin,Y0217,A2780_OVARY,5.95,synergy
7-ethyl-10-hydroxycamptothecin,Y0217,A2780_OVARY,7.32,synergy
7-ethyl-10-hydroxycamptothecin,Y0217,A2780_OVARY,6.64,synergy
5-fluorouracil,MK-1775,A375_SKIN,8,synergy
5-fluorouracil,MK-1775,A375_SKIN,5.54,synergy
5-fluorouracil,L-778123,A375_SKIN,7.71,synergy
5-fluorouracil,L-778123,A375_SKIN,5.42,synergy
5-fluorouracil,Y0217,A375_SKIN,7.51,synergy
5-fluorouracil,Y0217,A375_SKIN,8.74,synergy
5-fluorouracil,Y0217,A375_SKIN,8.39,synergy
veliparib,NVP-BEZ235,A375_SKIN,10.96,synergy
veliparib,NVP-BEZ235,A375_SKIN,10,synergy
veliparib,NVP-BEZ235,A375_SKIN,16.07,synergy
veliparib,NVP-BEZ235,A375_SKIN,16.19,synergy
veliparib,Y0217,A375_SKIN,6.34,synergy
veliparib,7-ethyl-10-hydroxycamptothecin,A375_SKIN,5.12,synergy
veliparib,7-ethyl-10-hydroxycamptothecin,A375_SKIN,10.81,synergy
veliparib,7-ethyl-10-hydroxycamptothecin,A375_SKIN,19.98,synergy
veliparib,7-ethyl-10-hydroxycamptothecin,A375_SKIN,25.1,synergy
MK-1775,veliparib,A375_SKIN,8.49,synergy
MK-1775,veliparib,A375_SKIN,5.83,synergy
MK-1775,veliparib,A375_SKIN,6.75,synergy
MK-1775,veliparib,A375_SKIN,5.5,synergy
MK-1775,NVP-BEZ235,A375_SKIN,20.37,synergy
MK-1775,NVP-BEZ235,A375_SKIN,24.24,synergy
MK-1775,NVP-BEZ235,A375_SKIN,18.59,synergy
MK-1775,NVP-BEZ235,A375_SKIN,20.44,synergy
MK-1775,MK-2206 dihydrochloride,A375_SKIN,9.08,synergy
MK-1775,MK-2206 dihydrochloride,A375_SKIN,8.4,synergy
MK-1775,MK-2206 dihydrochloride,A375_SKIN,7.91,synergy
MK-1775,MK-2206 dihydrochloride,A375_SKIN,7.84,synergy
MK-1775,niraparib,A375_SKIN,9.82,synergy
MK-1775,niraparib,A375_SKIN,10.13,synergy
MK-1775,niraparib,A375_SKIN,10.59,synergy
MK-1775,niraparib,A375_SKIN,17.56,synergy
MK-1775,ridaforolimus,A375_SKIN,16.72,synergy
MK-1775,ridaforolimus,A375_SKIN,13.85,synergy
MK-1775,ridaforolimus,A375_SKIN,12.08,synergy
MK-1775,ridaforolimus,A375_SKIN,14.28,synergy
MK-1775,Y0217,A375_SKIN,31.78,synergy
MK-1775,Y0217,A375_SKIN,34.43,synergy
MK-1775,Y0217,A375_SKIN,34.05,synergy
MK-1775,Y0217,A375_SKIN,33.6,synergy
MK-1775,7-ethyl-10-hydroxycamptothecin,A375_SKIN,8.41,synergy
NVP-BEZ235,Y0217,A375_SKIN,18.76,synergy
NVP-BEZ235,Y0217,A375_SKIN,19.53,synergy
NVP-BEZ235,7-ethyl-10-hydroxycamptothecin,A375_SKIN,8.66,synergy
NVP-BEZ235,7-ethyl-10-hydroxycamptothecin,A375_SKIN,6.55,synergy
NVP-BEZ235,7-ethyl-10-hydroxycamptothecin,A375_SKIN,8.86,synergy
NVP-BEZ235,7-ethyl-10-hydroxycamptothecin,A375_SKIN,13.15,synergy
L-778123,veliparib,A375_SKIN,6.45,synergy
L-778123,veliparib,A375_SKIN,5.16,synergy
L-778123,veliparib,A375_SKIN,8.88,synergy
L-778123,MK-1775,A375_SKIN,7.98,synergy
L-778123,MK-1775,A375_SKIN,8.46,synergy
L-778123,MK-1775,A375_SKIN,9.49,synergy
L-778123,MK-1775,A375_SKIN,6.6,synergy
L-778123,NVP-BEZ235,A375_SKIN,13.17,synergy
L-778123,NVP-BEZ235,A375_SKIN,15.18,synergy
L-778123,NVP-BEZ235,A375_SKIN,16.77,synergy
L-778123,NVP-BEZ235,A375_SKIN,17.55,synergy
L-778123,MK-2206 dihydrochloride,A375_SKIN,10.98,synergy
L-778123,MK-2206 dihydrochloride,A375_SKIN,13.8,synergy
L-778123,MK-2206 dihydrochloride,A375_SKIN,10.97,synergy
L-778123,MK-2206 dihydrochloride,A375_SKIN,14.35,synergy
L-778123,niraparib,A375_SKIN,-9.59,antagonism
L-778123,niraparib,A375_SKIN,-7.76,antagonism
L-778123,niraparib,A375_SKIN,6.28,synergy
L-778123,MK-5108,A375_SKIN,19.24,synergy
L-778123,MK-5108,A375_SKIN,16.81,synergy
L-778123,MK-5108,A375_SKIN,16.89,synergy
L-778123,MK-5108,A375_SKIN,18.24,synergy
L-778123,Y0217,A375_SKIN,6.56,synergy
L-778123,Y0217,A375_SKIN,-8.84,antagonism
L-778123,7-ethyl-10-hydroxycamptothecin,A375_SKIN,6.44,synergy
MK-2206 dihydrochloride,veliparib,A375_SKIN,8.65,synergy
MK-2206 dihydrochloride,veliparib,A375_SKIN,8.28,synergy
MK-2206 dihydrochloride,veliparib,A375_SKIN,13.93,synergy
MK-2206 dihydrochloride,NVP-BEZ235,A375_SKIN,13.37,synergy
MK-2206 dihydrochloride,NVP-BEZ235,A375_SKIN,15.73,synergy
MK-2206 dihydrochloride,NVP-BEZ235,A375_SKIN,13.54,synergy
MK-2206 dihydrochloride,NVP-BEZ235,A375_SKIN,15.4,synergy
MK-2206 dihydrochloride,ridaforolimus,A375_SKIN,9.21,synergy
MK-2206 dihydrochloride,ridaforolimus,A375_SKIN,5.17,synergy
MK-2206 dihydrochloride,ridaforolimus,A375_SKIN,10.23,synergy
MK-2206 dihydrochloride,Y0217,A375_SKIN,11.14,synergy
MK-2206 dihydrochloride,Y0217,A375_SKIN,6.53,synergy
MK-2206 dihydrochloride,Y0217,A375_SKIN,9.52,synergy
MK-2206 dihydrochloride,7-ethyl-10-hydroxycamptothecin,A375_SKIN,5.22,synergy
MK-2206 dihydrochloride,7-ethyl-10-hydroxycamptothecin,A375_SKIN,6.81,synergy
MK-2206 dihydrochloride,7-ethyl-10-hydroxycamptothecin,A375_SKIN,14.45,synergy
MK-2206 dihydrochloride,7-ethyl-10-hydroxycamptothecin,A375_SKIN,14.3,synergy
SCHEMBL14184849,5-fluorouracil,A375_SKIN,-6.08,antagonism
SCHEMBL14184849,5-fluorouracil,A375_SKIN,-5.62,antagonism
SCHEMBL14184849,MK-1775,A375_SKIN,7.44,synergy
SCHEMBL14184849,NVP-BEZ235,A375_SKIN,5.28,synergy
SCHEMBL14184849,NVP-BEZ235,A375_SKIN,6.86,synergy
SCHEMBL14184849,NVP-BEZ235,A375_SKIN,8.05,synergy
SCHEMBL14184849,L-778123,A375_SKIN,5.72,synergy
SCHEMBL14184849,L-778123,A375_SKIN,-5.29,antagonism
SCHEMBL14184849,Y0217,A375_SKIN,7.32,synergy
SCHEMBL14184849,Y0217,A375_SKIN,-5.22,antagonism
SCHEMBL14184849,CHEMBL196215,A375_SKIN,8.41,synergy
SCHEMBL14184849,CHEMBL196215,A375_SKIN,8.48,synergy
niraparib,veliparib,A375_SKIN,-7.91,antagonism
niraparib,NVP-BEZ235,A375_SKIN,10.66,synergy
niraparib,NVP-BEZ235,A375_SKIN,13.74,synergy
niraparib,NVP-BEZ235,A375_SKIN,9.98,synergy
niraparib,NVP-BEZ235,A375_SKIN,15.49,synergy
niraparib,MK-2206 dihydrochloride,A375_SKIN,7.54,synergy
niraparib,MK-2206 dihydrochloride,A375_SKIN,10.4,synergy
niraparib,MK-2206 dihydrochloride,A375_SKIN,8.93,synergy
niraparib,MK-2206 dihydrochloride,A375_SKIN,12.6,synergy
niraparib,ridaforolimus,A375_SKIN,12.48,synergy
niraparib,ridaforolimus,A375_SKIN,12.55,synergy
niraparib,ridaforolimus,A375_SKIN,13.57,synergy
niraparib,ridaforolimus,A375_SKIN,13.05,synergy
niraparib,Y0217,A375_SKIN,13.86,synergy
niraparib,Y0217,A375_SKIN,5.08,synergy
niraparib,Y0217,A375_SKIN,9.74,synergy
niraparib,Y0217,A375_SKIN,16.09,synergy
niraparib,PD 0325901,A375_SKIN,-5.22,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,A375_SKIN,11.5,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,A375_SKIN,13.73,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,A375_SKIN,18.54,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,A375_SKIN,19.36,synergy
MK-5108,veliparib,A375_SKIN,6.15,synergy
MK-5108,NVP-BEZ235,A375_SKIN,8.34,synergy
MK-5108,NVP-BEZ235,A375_SKIN,6.98,synergy
MK-5108,NVP-BEZ235,A375_SKIN,8.07,synergy
MK-5108,NVP-BEZ235,A375_SKIN,8.71,synergy
MK-5108,niraparib,A375_SKIN,9.04,synergy
MK-5108,niraparib,A375_SKIN,5.13,synergy
MK-5108,niraparib,A375_SKIN,7.89,synergy
MK-5108,niraparib,A375_SKIN,13.32,synergy
MK-5108,ridaforolimus,A375_SKIN,5.86,synergy
MK-5108,Y0217,A375_SKIN,5.45,synergy
MK-5108,7-ethyl-10-hydroxycamptothecin,A375_SKIN,-5.68,antagonism
ridaforolimus,Y0217,A375_SKIN,17.2,synergy
ridaforolimus,Y0217,A375_SKIN,16.01,synergy
ridaforolimus,Y0217,A375_SKIN,19.47,synergy
ridaforolimus,Y0217,A375_SKIN,15.32,synergy
CHEMBL196215,5-fluorouracil,A375_SKIN,5.94,synergy
CHEMBL196215,5-fluorouracil,A375_SKIN,18.16,synergy
CHEMBL196215,5-fluorouracil,A375_SKIN,7.65,synergy
CHEMBL196215,veliparib,A375_SKIN,7.49,synergy
CHEMBL196215,veliparib,A375_SKIN,8.91,synergy
CHEMBL196215,veliparib,A375_SKIN,9.94,synergy
CHEMBL196215,veliparib,A375_SKIN,8.71,synergy
CHEMBL196215,MK-1775,A375_SKIN,8.6,synergy
CHEMBL196215,MK-1775,A375_SKIN,6.37,synergy
CHEMBL196215,MK-1775,A375_SKIN,9.6,synergy
CHEMBL196215,MK-1775,A375_SKIN,11.95,synergy
CHEMBL196215,NVP-BEZ235,A375_SKIN,10.94,synergy
CHEMBL196215,NVP-BEZ235,A375_SKIN,14.2,synergy
CHEMBL196215,NVP-BEZ235,A375_SKIN,15.03,synergy
CHEMBL196215,NVP-BEZ235,A375_SKIN,19.13,synergy
CHEMBL196215,L-778123,A375_SKIN,6.55,synergy
CHEMBL196215,L-778123,A375_SKIN,5.33,synergy
CHEMBL196215,L-778123,A375_SKIN,8.04,synergy
CHEMBL196215,MK-2206 dihydrochloride,A375_SKIN,9.29,synergy
CHEMBL196215,MK-2206 dihydrochloride,A375_SKIN,8.78,synergy
CHEMBL196215,MK-2206 dihydrochloride,A375_SKIN,10.18,synergy
CHEMBL196215,MK-2206 dihydrochloride,A375_SKIN,17.18,synergy
CHEMBL196215,niraparib,A375_SKIN,7.77,synergy
CHEMBL196215,niraparib,A375_SKIN,13.08,synergy
CHEMBL196215,niraparib,A375_SKIN,9.84,synergy
CHEMBL196215,niraparib,A375_SKIN,13.89,synergy
CHEMBL196215,MK-5108,A375_SKIN,7.68,synergy
CHEMBL196215,MK-5108,A375_SKIN,10.35,synergy
CHEMBL196215,ridaforolimus,A375_SKIN,6.09,synergy
CHEMBL196215,ridaforolimus,A375_SKIN,14.78,synergy
CHEMBL196215,Y0217,A375_SKIN,15.75,synergy
CHEMBL196215,Y0217,A375_SKIN,11.22,synergy
CHEMBL196215,Y0217,A375_SKIN,9.45,synergy
CHEMBL196215,PD 0325901,A375_SKIN,5.98,synergy
CHEMBL196215,7-ethyl-10-hydroxycamptothecin,A375_SKIN,9.91,synergy
CHEMBL196215,7-ethyl-10-hydroxycamptothecin,A375_SKIN,7.88,synergy
CHEMBL196215,7-ethyl-10-hydroxycamptothecin,A375_SKIN,17.11,synergy
CHEMBL196215,7-ethyl-10-hydroxycamptothecin,A375_SKIN,19.89,synergy
PD 0325901,Y0217,A375_SKIN,-5.15,antagonism
PD 0325901,Y0217,A375_SKIN,-8.78,antagonism
PD 0325901,Y0217,A375_SKIN,-14.14,antagonism
7-ethyl-10-hydroxycamptothecin,Y0217,A375_SKIN,6.62,synergy
5-fluorouracil,MK-1775,A427_LUNG,6,synergy
5-fluorouracil,MK-1775,A427_LUNG,7.84,synergy
5-fluorouracil,MK-1775,A427_LUNG,7.99,synergy
5-fluorouracil,MK-1775,A427_LUNG,7.16,synergy
5-fluorouracil,Y0217,A427_LUNG,6.01,synergy
5-fluorouracil,Y0217,A427_LUNG,7.71,synergy
5-fluorouracil,Y0217,A427_LUNG,6.99,synergy
veliparib,ridaforolimus,A427_LUNG,-6.33,antagonism
veliparib,ridaforolimus,A427_LUNG,-7.57,antagonism
veliparib,ridaforolimus,A427_LUNG,-8.01,antagonism
veliparib,ridaforolimus,A427_LUNG,-9.72,antagonism
veliparib,Y0217,A427_LUNG,-10.49,antagonism
veliparib,Y0217,A427_LUNG,-11.03,antagonism
veliparib,Y0217,A427_LUNG,-6.68,antagonism
MK-1775,veliparib,A427_LUNG,-5.62,antagonism
MK-1775,veliparib,A427_LUNG,-5.94,antagonism
MK-1775,veliparib,A427_LUNG,-5.37,antagonism
MK-1775,veliparib,A427_LUNG,-5.14,antagonism
MK-1775,NVP-BEZ235,A427_LUNG,7.13,synergy
MK-1775,NVP-BEZ235,A427_LUNG,7.85,synergy
MK-1775,NVP-BEZ235,A427_LUNG,8.45,synergy
MK-1775,NVP-BEZ235,A427_LUNG,7.05,synergy
MK-1775,MK-2206 dihydrochloride,A427_LUNG,7.11,synergy
MK-1775,niraparib,A427_LUNG,10.29,synergy
MK-1775,ridaforolimus,A427_LUNG,5.19,synergy
MK-1775,ridaforolimus,A427_LUNG,6.51,synergy
MK-1775,ridaforolimus,A427_LUNG,6.07,synergy
MK-1775,Y0217,A427_LUNG,29.59,synergy
MK-1775,Y0217,A427_LUNG,31.56,synergy
MK-1775,Y0217,A427_LUNG,29.43,synergy
MK-1775,Y0217,A427_LUNG,30.81,synergy
MK-1775,PD 0325901,A427_LUNG,5.38,synergy
MK-1775,7-ethyl-10-hydroxycamptothecin,A427_LUNG,6.68,synergy
MK-1775,7-ethyl-10-hydroxycamptothecin,A427_LUNG,5.19,synergy
MK-1775,7-ethyl-10-hydroxycamptothecin,A427_LUNG,9.8,synergy
NVP-BEZ235,Y0217,A427_LUNG,5.68,synergy
L-778123,veliparib,A427_LUNG,-12.35,antagonism
L-778123,veliparib,A427_LUNG,-7.12,antagonism
L-778123,NVP-BEZ235,A427_LUNG,7.23,synergy
L-778123,NVP-BEZ235,A427_LUNG,5.04,synergy
L-778123,MK-2206 dihydrochloride,A427_LUNG,6.21,synergy
L-778123,MK-2206 dihydrochloride,A427_LUNG,7.9,synergy
L-778123,niraparib,A427_LUNG,-5.16,antagonism
L-778123,niraparib,A427_LUNG,-8.83,antagonism
L-778123,niraparib,A427_LUNG,-5.56,antagonism
L-778123,MK-5108,A427_LUNG,8.14,synergy
L-778123,MK-5108,A427_LUNG,7.61,synergy
L-778123,MK-5108,A427_LUNG,7.09,synergy
L-778123,MK-5108,A427_LUNG,11.89,synergy
L-778123,ridaforolimus,A427_LUNG,10,synergy
L-778123,ridaforolimus,A427_LUNG,9.67,synergy
L-778123,ridaforolimus,A427_LUNG,9.78,synergy
L-778123,ridaforolimus,A427_LUNG,12.05,synergy
L-778123,Y0217,A427_LUNG,-6.72,antagonism
L-778123,Y0217,A427_LUNG,-8.03,antagonism
L-778123,PD 0325901,A427_LUNG,9.8,synergy
L-778123,7-ethyl-10-hydroxycamptothecin,A427_LUNG,12.14,synergy
L-778123,7-ethyl-10-hydroxycamptothecin,A427_LUNG,8.07,synergy
L-778123,7-ethyl-10-hydroxycamptothecin,A427_LUNG,11.8,synergy
MK-2206 dihydrochloride,veliparib,A427_LUNG,-5.95,antagonism
MK-2206 dihydrochloride,veliparib,A427_LUNG,-8.51,antagonism
MK-2206 dihydrochloride,veliparib,A427_LUNG,-11.95,antagonism
MK-2206 dihydrochloride,NVP-BEZ235,A427_LUNG,10.58,synergy
MK-2206 dihydrochloride,NVP-BEZ235,A427_LUNG,7.82,synergy
MK-2206 dihydrochloride,NVP-BEZ235,A427_LUNG,9.1,synergy
MK-2206 dihydrochloride,Y0217,A427_LUNG,-7.64,antagonism
MK-2206 dihydrochloride,Y0217,A427_LUNG,-7.85,antagonism
MK-2206 dihydrochloride,Y0217,A427_LUNG,-5.45,antagonism
MK-2206 dihydrochloride,PD 0325901,A427_LUNG,5.87,synergy
MK-2206 dihydrochloride,7-ethyl-10-hydroxycamptothecin,A427_LUNG,8.54,synergy
SCHEMBL14184849,5-fluorouracil,A427_LUNG,6.7,synergy
SCHEMBL14184849,veliparib,A427_LUNG,10.07,synergy
SCHEMBL14184849,MK-1775,A427_LUNG,8.65,synergy
SCHEMBL14184849,MK-1775,A427_LUNG,7.2,synergy
SCHEMBL14184849,NVP-BEZ235,A427_LUNG,10.57,synergy
SCHEMBL14184849,NVP-BEZ235,A427_LUNG,9.16,synergy
SCHEMBL14184849,NVP-BEZ235,A427_LUNG,6.44,synergy
SCHEMBL14184849,L-778123,A427_LUNG,15.12,synergy
SCHEMBL14184849,L-778123,A427_LUNG,14.35,synergy
SCHEMBL14184849,MK-2206 dihydrochloride,A427_LUNG,-6.33,antagonism
SCHEMBL14184849,MK-2206 dihydrochloride,A427_LUNG,-9.62,antagonism
SCHEMBL14184849,MK-2206 dihydrochloride,A427_LUNG,-9.54,antagonism
SCHEMBL14184849,niraparib,A427_LUNG,-5.79,antagonism
SCHEMBL14184849,ridaforolimus,A427_LUNG,8.45,synergy
SCHEMBL14184849,Y0217,A427_LUNG,9.42,synergy
SCHEMBL14184849,CHEMBL196215,A427_LUNG,6.39,synergy
SCHEMBL14184849,CHEMBL196215,A427_LUNG,10.69,synergy
SCHEMBL14184849,CHEMBL196215,A427_LUNG,8.82,synergy
SCHEMBL14184849,CHEMBL196215,A427_LUNG,8.61,synergy
SCHEMBL14184849,PD 0325901,A427_LUNG,18.66,synergy
SCHEMBL14184849,PD 0325901,A427_LUNG,19.19,synergy
niraparib,veliparib,A427_LUNG,-10.93,antagonism
niraparib,veliparib,A427_LUNG,-6.09,antagonism
niraparib,veliparib,A427_LUNG,-7.66,antagonism
niraparib,NVP-BEZ235,A427_LUNG,-5.56,antagonism
niraparib,MK-2206 dihydrochloride,A427_LUNG,-8.36,antagonism
niraparib,MK-2206 dihydrochloride,A427_LUNG,16.31,synergy
niraparib,ridaforolimus,A427_LUNG,8.14,synergy
niraparib,Y0217,A427_LUNG,-9.17,antagonism
niraparib,Y0217,A427_LUNG,-6.07,antagonism
niraparib,PD 0325901,A427_LUNG,-13.03,antagonism
niraparib,PD 0325901,A427_LUNG,-9.8,antagonism
niraparib,PD 0325901,A427_LUNG,-9.67,antagonism
niraparib,PD 0325901,A427_LUNG,-7.09,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,A427_LUNG,6,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,A427_LUNG,7.43,synergy
MK-5108,niraparib,A427_LUNG,6.84,synergy
MK-5108,niraparib,A427_LUNG,7.88,synergy
MK-5108,ridaforolimus,A427_LUNG,5.65,synergy
MK-5108,ridaforolimus,A427_LUNG,5.46,synergy
ridaforolimus,NVP-BEZ235,A427_LUNG,13.02,synergy
ridaforolimus,NVP-BEZ235,A427_LUNG,9.85,synergy
ridaforolimus,NVP-BEZ235,A427_LUNG,9.74,synergy
ridaforolimus,Y0217,A427_LUNG,7.7,synergy
ridaforolimus,7-ethyl-10-hydroxycamptothecin,A427_LUNG,7.69,synergy
CHEMBL196215,5-fluorouracil,A427_LUNG,5.89,synergy
CHEMBL196215,5-fluorouracil,A427_LUNG,5.32,synergy
CHEMBL196215,5-fluorouracil,A427_LUNG,13,synergy
CHEMBL196215,veliparib,A427_LUNG,6.25,synergy
CHEMBL196215,MK-1775,A427_LUNG,6.16,synergy
CHEMBL196215,MK-1775,A427_LUNG,6.07,synergy
CHEMBL196215,NVP-BEZ235,A427_LUNG,8.77,synergy
CHEMBL196215,NVP-BEZ235,A427_LUNG,6.45,synergy
CHEMBL196215,NVP-BEZ235,A427_LUNG,5.32,synergy
CHEMBL196215,NVP-BEZ235,A427_LUNG,9.71,synergy
CHEMBL196215,L-778123,A427_LUNG,5.22,synergy
CHEMBL196215,MK-2206 dihydrochloride,A427_LUNG,7.61,synergy
CHEMBL196215,MK-2206 dihydrochloride,A427_LUNG,5.85,synergy
CHEMBL196215,MK-2206 dihydrochloride,A427_LUNG,8.98,synergy
CHEMBL196215,MK-2206 dihydrochloride,A427_LUNG,8.89,synergy
CHEMBL196215,niraparib,A427_LUNG,13.89,synergy
CHEMBL196215,niraparib,A427_LUNG,6.25,synergy
CHEMBL196215,PD 0325901,A427_LUNG,6.81,synergy
PD 0325901,veliparib,A427_LUNG,-11.23,antagonism
PD 0325901,veliparib,A427_LUNG,-7.53,antagonism
PD 0325901,veliparib,A427_LUNG,-6.08,antagonism
PD 0325901,veliparib,A427_LUNG,-8.97,antagonism
PD 0325901,NVP-BEZ235,A427_LUNG,7.71,synergy
PD 0325901,NVP-BEZ235,A427_LUNG,11.37,synergy
PD 0325901,ridaforolimus,A427_LUNG,-5.78,antagonism
PD 0325901,ridaforolimus,A427_LUNG,-8.18,antagonism
PD 0325901,ridaforolimus,A427_LUNG,-7.23,antagonism
PD 0325901,Y0217,A427_LUNG,-9.47,antagonism
PD 0325901,7-ethyl-10-hydroxycamptothecin,A427_LUNG,-7.16,antagonism
5-fluorouracil,veliparib,CAOV3_OVARY,-7.5,antagonism
5-fluorouracil,MK-1775,CAOV3_OVARY,18.23,synergy
5-fluorouracil,MK-1775,CAOV3_OVARY,20.71,synergy
5-fluorouracil,MK-1775,CAOV3_OVARY,18.43,synergy
